,Model,Precision,Recall,F1 Score,ROC_AUC
1,Gradient Boosting Classifier(gscv),0.601018675721562,0.6954813359528488,0.644808743169399,0.8731625319833158
0,Gradient Boosting Classifier,0.5808080808080808,0.6777996070726916,0.6255666364460563,0.8697522939672534
